"項目","単位","1985.0","1986.0","1987.0","1988.0","1989.0","1990.0","1991.0","1992.0","1993.0","1994.0","1995.0","1996.0","1997.0","1998.0","1999.0","2000.0","2001.0","2002.0","2003.0","2004.0","2005.0","2006.0","2007.0","2008.0","2009.0","有効数字(少数桁)"
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｃ-07 一般職業紹介状況（パ－トタイムを含む）_有効求職者数（Ａ）_総数","人","167825.0","169064.0","161382.0","154317.0","145491.0","133755.0","132489.0","146280.0","162662.0","170357.0","188677.0","193307.0","199834.0","218298.0","226049.0","240437.0","260366.0","253549.0","243097.0","221441.0","214220.0","202330.0","188951.0","190449.0","",""
"Ｃ-07 一般職業紹介状況（パ－トタイムを含む）_有効求職者数（Ａ）_男","人","90543.0","90631.0","85476.0","77397.0","70788.0","63419.0","60465.0","67256.0","76398.0","82961.0","94139.0","97306.0","100592.0","113844.0","119144.0","127048.0","139523.0","139647.0","131274.0","116360.0","109156.0","100621.0","92014.0","94924.0","",""
"Ｃ-07 一般職業紹介状況（パ－トタイムを含む）_有効求職者数（Ａ）_女","人","77282.0","78433.0","75906.0","76920.0","74703.0","70336.0","72024.0","79024.0","86264.0","87396.0","94538.0","96001.0","99242.0","104454.0","106905.0","113389.0","120843.0","113902.0","111823.0","105081.0","105064.0","101709.0","96937.0","95525.0","",""
"Ｃ-07 一般職業紹介状況（パ－トタイムを含む）_有効求人数（Ｂ）_ 総数","人","72262.0","68671.0","83685.0","109043.0","146650.0","161086.0","162269.0","148347.0","122462.0","116497.0","118362.0","132423.0","131889.0","109912.0","109291.0","116879.0","113715.0","114701.0","127639.0","156193.0","166252.0","169892.0","170455.0","149017.0","",""
"Ｃ-07 一般職業紹介状況（パ－トタイムを含む）_有効求人数（Ｂ）_男","人","37761.0","32007.0","40150.0","52736.0","69921.0","76083.0","76602.0","68811.0","55217.0","49041.0","48399.0","52498.0","49797.0","33508.0","･･･","･･･","･･･","･･･","･･･","･･･","･･･","･･･","･･･","･･･","",""
"Ｃ-07 一般職業紹介状況（パ－トタイムを含む）_有効求人数（Ｂ）_女","人","34501.0","…","…","…","…","…","･･･","･･･","･･･","･･･","･･･","47571.0","48728.0","41660.0","･･･","･･･","･･･","･･･","･･･","･･･","･･･","･･･","･･･","･･･","",""
"Ｃ-07 一般職業紹介状況（パ－トタイムを含む）_新規求職申込件数_総数","件","35251.0","34409.0","33343.0","33409.0","30190.0","27763.0","27715.0","31093.0","34166.0","36226.0","38540.0","39926.0","41874.0","46142.0","50449.0","54664.0","58288.0","60443.0","61317.0","56019.0","54969.0","52132.0","47699.0","49325.0","",""
"Ｃ-07 一般職業紹介状況（パ－トタイムを含む）_新規求職申込件数_男","件","19532.0","19294.0","17766.0","16759.0","14612.0","13069.0","12535.0","14080.0","15597.0","16963.0","18390.0","18776.0","19981.0","22873.0","25660.0","27764.0","30366.0","31650.0","31879.0","28553.0","27282.0","25354.0","22764.0","23930.0","",""
"Ｃ-07 一般職業紹介状況（パ－トタイムを含む）_新規求職申込件数_女","件","15719.0","15115.0","15577.0","16650.0","15578.0","14694.0","15180.0","17013.0","18569.0","19263.0","20150.0","21150.0","21893.0","23269.0","24789.0","26900.0","27922.0","28793.0","29438.0","27466.0","27687.0","26778.0","24935.0","25395.0","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_総  数","人","","","","41005.0","54065.0","57899.0","57358.0","53402.0","44925.0","44169.0","44935.0","51055.0","49153.0","44654.0","44654.0","45698.0","48431.0","47630.0","49028.0","55212.0","63198.0","66315.0","65253.0","57690.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_農林水産業","人","","","","346.0","265.0","317.0","319.0","347.0","369.0","245.0","347.0","270.0","364.0","387.0","387.0","542.0","453.0","917.0","1118.0","1335.0","1326.0","1380.0","1689.0","1555.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_鉱業","人","","","","16.0","26.0","51.0","210.0","42.0","31.0","19.0","31.0","21.0","18.0","4.0","4.0","9.0","10.0","9.0","10.0","11.0","5.0","27.0","7.0","6.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_建設業","人","","","","4950.0","6662.0","7297.0","6987.0","6706.0","6402.0","5868.0","6481.0","7171.0","5932.0","4669.0","4669.0","4267.0","4220.0","3887.0","3486.0","4467.0","5657.0","4494.0","3814.0","3404.0","",""
"Ｃ-08 一般職業紹介 産業別・規模別新規求人数_製造業","人","","","","11735.0","15799.0","17286.0","17475.0","13964.0","11043.0","10307.0","9850.0","11530.0","10679.0","7888.0","7888.0","8393.0","7995.0","6016.0","6384.0","7175.0","7922.0","8874.0","9116.0","6522.0","",""
