"項目","単位","1985.0","1986.0","1987.0","1988.0","1989.0","1990.0","1991.0","1992.0","1993.0","1994.0","1995.0","1996.0","1997.0","1998.0","1999.0","2000.0","2001.0","2002.0","2003.0","2004.0","2005.0","2006.0","2007.0","2008.0","有効数字(少数桁)"
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ｏ-01 会計別歳出決算額（県財政）_総  額","百万円","-","-","-","-","487614.0","527966.0","558245.0","602563.0","650047.0","713021.0","683210.0","688187.0","685993.0","706777.0","689129.92","661587.398157","638411.4519999999","615559.245","628702.793562","691865.408307","655025.0","505689.0","499792.0","501264.0",""
"Ｏ-01 会計別歳出決算額（県財政）_一般会計","百万円","-","-","-","-","406492.0","448729.0","460751.0","498401.0","541475.0","566628.0","563264.0","571340.0","577025.0","612361.0","617220.288","587078.988","572369.088","550745.028","562577.784","520187.007","505190.0","125647.0","130705.0","146411.0",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計","百万円","-","-","-","-","67797.0","66887.0","82530.0","83800.0","87253.0","93670.0","97925.0","100038.0","92864.0","83961.0","63366.23300000001","59082.232","56802.931000000004","55426.24500000001","58718.25","152775.708","142684.0","169.0","－","-",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計_農業改良資金","百万円","-","-","-","-","685.0","390.0","358.0","745.0","734.0","405.0","540.0","453.0","381.0","283.0","360.505","188.331","195.906","282.396","150.874","232.907","167.0","782.0","－","-",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計_林業改善資金","百万円","-","-","-","-","614.0","643.0","667.0","708.0","806.0","930.0","796.0","785.0","810.0","779.0","755.307","774.191","754.184","746.498","803.482","750.814","803.0","14.0","－","-",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計_沿岸漁業改善資金","百万円","-","-","-","-","146.0","128.0","145.0","146.0","163.0","197.0","243.0","236.0","259.0","258.0","152.767","216.829","103.025","64.368","16.712","70.283","36.0","－","733.0","656.0",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計_中小企業振興資金","百万円","-","-","-","-","3072.0","3854.0","4067.0","4249.0","4625.0","6655.0","4301.0","5357.0","4679.0","3727.0","1865.534","1532.926","1881.474","1339.292","1206.404","3225.601","873.0","2236.0","1637.0","968.0",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計_母子寡婦福祉資金","百万円","-","-","-","-","181.0","188.0","206.0","232.0","222.0","252.0","238.0","239.0","135.0","112.0","116.424","111.795","101.007","95.059","87.287","107.416","142.0","157.0","138.0","111.0",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計_修学奨励金","百万円","-","-","-","-","19.0","24.0","47.0","26.0","22.0","22.0","21.0","22.0","18.0","17.0","20.498","－ ","－ ","－ ","－ ","－ ","193.0","245.0","299.0","317.0",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計_職員住宅","百万円","-","-","-","-","124.0","131.0","143.0","156.0","150.0","163.0","160.0","172.0","174.0","175.0","189.63","169.88","178.62","167.971","215.467","283.957","211.0","233.0","228.0","209.0",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計_物品調達","百万円","-","-","-","-","3597.0","3964.0","4249.0","5219.0","5049.0","5174.0","5846.0","5684.0","4401.0","-","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計_県立医科大学","百万円","-","-","-","-","19662.0","17508.0","18651.0","19202.0","20110.0","20900.0","22862.0","28174.0","40811.0","40682.0","22088.626","23939.233","23913.993","23305.7","24036.215","23339.077","22434.0","－ ","－","-",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計_印刷事業","百万円","-","-","-","-","256.0","239.0","268.0","285.0","352.0","343.0","329.0","396.0","344.0","275.0","207.349","188.337","162.898","124.21","－ ","－ ","－ ","－ ","－","-",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計_県営競輪事業","百万円","-","-","-","-","16743.0","19723.0","19556.0","18689.0","19120.0","16684.0","33064.0","31161.0","16016.0","15590.0","14088.736","11633.032","13020.708","12627.484","14451.572","14701.708","16607.0","14987.0","15889.0","13149.0",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計_県営港湾施設管理","百万円","-","-","-","-","389.0","655.0","502.0","773.0","1071.0","1103.0","986.0","948.0","1325.0","1548.0","1097.557","1706.461","1366.975","1038.637","907.023","982.791","956.0","844.0","745.0","755.0",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計_流域下水道事業","百万円","-","-","-","-","","","","","","2363.0","2923.0","3426.0","3253.0","4306.0","7458.943","4885.954","2764.415","3367.88","5020.342","4786.673","5485.0","7662.0","7140.0","3939.0",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計_市町村振興資金","百万円","-","-","-","-","7398.0","3952.0","5447.0","4499.0","4523.0","4358.0","4768.0","4650.0","3655.0","3482.0","2809.088","3178.534","2652.523","2892.525","2501.57","2829.305","2358.0","1791.0","1678.0","1829.0",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計_自動車税等証紙","百万円","-","-","-","-","4900.0","5290.0","5440.0","5158.0","4827.0","5199.0","5322.0","5817.0","5084.0","4502.0","4091.85","4075.447","3838.686","3563.766","3592.75","3573.848","3559.0","3310.0","3239.0","3196.0",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計_用地取得事業","百万円","-","-","-","-","10011.0","10198.0","22785.0","23714.0","25478.0","28922.0","15524.0","12517.0","11519.0","8226.0","8063.419","6481.282","5868.517","5810.459","5728.552","5411.853","10520.0","8236.0","7265.0","9599.0",""
"Ｏ-01 会計別歳出決算額（県財政）_特別会計_公債管理","百万円","-","-","-","-","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","－ ","92479.475","78341.0","84981.0","91714.0","111683.0",""
